entity_id,domain,friendly_name,state,device_class,unit_of_measurement,area_id,area_name,device_id,device_name
light.light_theater_left,light,Light-Theater-Left,off,,,,,f5ec9879d07fc2bba81c3a7885ce5f55,Light-Theater-Left
select.light_theater_left_power_on_behavior,select,Light-Theater-Left Power-on behavior,unknown,,,,,f5ec9879d07fc2bba81c3a7885ce5f55,Light-Theater-Left
update.light_theater_left,update,Light-Theater-Left,off,firmware,,,,f5ec9879d07fc2bba81c3a7885ce5f55,Light-Theater-Left
light.basement,light,4,off,,,,,12ac652b0900f55859dd9c026f691507,4
light.light_garage_left,light,0x1c784ba10cbf0000,off,,,,,77cd77755e71f3e8f0c3020dd784ee7d,0x1c784ba10cbf0000
select.light_garage_left_power_on_behavior,select,0x1c784ba10cbf0000 Power-on behavior,unknown,,,,,77cd77755e71f3e8f0c3020dd784ee7d,0x1c784ba10cbf0000
update.light_garage_left,update,0x1c784ba10cbf0000,on,firmware,,,,77cd77755e71f3e8f0c3020dd784ee7d,0x1c784ba10cbf0000
light.light_garage_right,light,0xc890a81ee1de0000,off,,,,,9088c01949d8c0e4b27fdf568b1e5e7c,0xc890a81ee1de0000
select.light_garage_right_power_on_behavior,select,0xc890a81ee1de0000 Power-on behavior,unknown,,,,,9088c01949d8c0e4b27fdf568b1e5e7c,0xc890a81ee1de0000
update.light_garage_right,update,0xc890a81ee1de0000,on,firmware,,,,9088c01949d8c0e4b27fdf568b1e5e7c,0xc890a81ee1de0000
scene.huskers_all_scarlet_base,scene,Huskers All Scarlet (Base),unavailable,,,,,,
script.huskers_scarlet_cream_wave_15s,script,"Huskers: Scarlet → Cream Wave (15s, one pass)",unavailable,,,,,,
script.huskers_chase_6s_start,script,Huskers: Start Cream Pulse Chase (6s loop),unavailable,,,,,,
script.huskers_chase_6s_loop,script,Huskers: Cream Pulse Chase LOOP (6s cycle),unavailable,,,,,,
script.huskers_chase_stop,script,Huskers: Stop Cream Pulse Chase (restore),unavailable,,,,,,
scene.huskers_seven_all_scarlet_base,scene,Huskers – All Scarlet (8),unavailable,,,,,,
script.huskers_chase_step_once,script,Huskers: Chase Step Once,unavailable,,,,,,
script.kiosk_reload_automations,script,Kiosk: Reload Automations,unavailable,,,,,,
script.kiosk_reload_scripts,script,Kiosk: Reload Scripts,unavailable,,,,,,
script.kiosk_reload_scenes,script,Kiosk: Reload Scenes,unavailable,,,,,,
script.kiosk_all_plugs_off,script,Kiosk: All Plugs OFF (Safety),unavailable,,,,,,
sensor.huskers_opponent,sensor,Huskers Opponent,unavailable,,,,,,
sensor.huskers_kickoff_america_chicago,sensor,Huskers Kickoff (America/Chicago),unavailable,,,,,,
sensor.huskers_venue,sensor,Huskers Venue,unavailable,,,,,,
sensor.huskers_tv_radio,sensor,Huskers TV/Radio,unavailable,,,,,,
sensor.huskers_odds_line,sensor,Huskers Odds/Line,unavailable,,,,,,
sensor.huskers_score_home,sensor,Huskers Score (Home),unavailable,,,,,,
sensor.huskers_score_away,sensor,Huskers Score (Away),unavailable,,,,,,
sensor.huskers_game_clock_2,sensor,Huskers Game Clock,unavailable,,,,,,
sensor.huskers_possession,sensor,Huskers Possession,unavailable,,,,,,
sensor.huskers_down_distance,sensor,Huskers Down & Distance,unavailable,,,,,,
sensor.huskers_last_scoring_play,sensor,Huskers Last Scoring Play,unavailable,,,,,,
sensor.huskers_final_scoreline,sensor,Huskers Final Scoreline,unavailable,,,,,,
binary_sensor.huskers_is_pregame,binary_sensor,Huskers Is Pregame,unavailable,,,,,,
binary_sensor.huskers_is_live,binary_sensor,Huskers Is Live,unavailable,,,,,,
binary_sensor.huskers_is_postgame,binary_sensor,Huskers Is Postgame,unavailable,,,,,,
sensor.huskers_kickoff_ts,sensor,Huskers Kickoff TS,unavailable,timestamp,,,,,
sensor.huskers_record_overall,sensor,huskers_record_overall,unavailable,,,,,,
sensor.huskers_record_conference,sensor,huskers_record_conference,unavailable,,,,,,
sensor.huskers_conference_standing,sensor,Huskers Conference Standing,unavailable,,,,,,
sensor.huskers_ap_rank,sensor,Huskers AP Rank,unavailable,,,,,,
sensor.huskers_odds_line_2,sensor,Huskers Odds/Line,unavailable,,,,,,
sensor.huskers_schedule_markdown,sensor,huskers_schedule_md,unavailable,,,,,,
sensor.b1g_standings_md,sensor,b1g_standings_md,unavailable,,,,,,
sensor.huskers_records_raw,sensor,huskers_records_raw,unavailable,,,,,,
sensor.b1g_standings_raw,sensor,b1g_standings_raw,unavailable,,,,,,
sensor.huskers_schedule_raw,sensor,huskers_schedule_raw,unavailable,,,,,,
sensor.huskers_current_rankings,sensor,huskers_current_rankings,unavailable,,,,,,
sensor.huskers_ratings_summary,sensor,huskers_ratings_summary,unavailable,,,,,,
sensor.huskers_offense_stats,sensor,huskers_offense_stats,unavailable,,,,,,
sensor.huskers_defense_stats,sensor,huskers_defense_stats,unavailable,,,,,,
sensor.huskers_live_game_status,sensor,huskers_live_game_status,unavailable,,,,,,
sensor.huskers_key_players,sensor,huskers_key_players,unavailable,,,,,,
sensor.huskers_recruiting_class,sensor,huskers_recruiting_class,unavailable,,,,,,
sensor.b1g_standings_detailed,sensor,b1g_standings_detailed,unavailable,,,,,,
sensor.huskers_schedule_enhanced,sensor,huskers_schedule_enhanced,unavailable,,,,,,
automation.huskers_pregame_atmosphere_30_min_before,automation,Huskers: Pregame Atmosphere (30 min before),unavailable,,,,,,
automation.huskers_pregame_hype_10_min_before,automation,Huskers: Pregame Hype (10 min before),unavailable,,,,,,
automation.huskers_kickoff_showtime,automation,Huskers: Kickoff Showtime,unavailable,,,,,,
automation.huskers_enhanced_touchdown_celebration,automation,Huskers: Enhanced Touchdown Celebration,unavailable,,,,,,
automation.huskers_big_defensive_play_detection,automation,Huskers: Big Defensive Play Detection,unavailable,,,,,,
automation.huskers_ranking_improvement_celebration,automation,Huskers: Ranking Improvement Celebration,unavailable,,,,,,
automation.huskers_first_time_ranked_celebration,automation,Huskers: First Time Ranked Celebration,unavailable,,,,,,
automation.huskers_victory_celebration,automation,Huskers: Victory Celebration,unavailable,,,,,,
automation.huskers_big_win_celebration_14_point_margin,automation,Huskers: Big Win Celebration (14+ point margin),unavailable,,,,,,
automation.huskers_enhanced_postgame_cleanup,automation,Huskers: Enhanced Postgame Cleanup,unavailable,,,,,,
automation.huskers_weekly_data_refresh,automation,Huskers: Weekly Data Refresh,unavailable,,,,,,
automation.huskers_game_day_data_refresh,automation,Huskers: Game Day Data Refresh,unavailable,,,,,,
automation.huskers_season_milestone_tracker,automation,Huskers: Season Milestone Tracker,unavailable,,,,,,
automation.huskers_system_health_check,automation,Huskers: System Health Check,unavailable,,,,,,
sensor.cfb_scoreboard_raw,sensor,cfb_scoreboard_raw,unavailable,,,,,,
sensor.huskers_season_stats_raw,sensor,huskers_season_stats_raw,unavailable,,,,,,
sensor.huskers_advanced_stats_raw,sensor,huskers_advanced_stats_raw,unavailable,,,,,,
sensor.huskers_roster_raw,sensor,huskers_roster_raw,unavailable,,,,,,
sensor.huskers_recruiting_raw,sensor,huskers_recruiting_raw,unavailable,,,,,,
sensor.cfb_rankings_raw,sensor,cfb_rankings_raw,unavailable,,,,,,
sensor.huskers_betting_lines_raw,sensor,huskers_betting_lines_raw,unavailable,,,,,,
sensor.cfb_talent_raw,sensor,cfb_talent_raw,unavailable,,,,,,
sensor.cfb_sp_ratings_raw,sensor,cfb_sp_ratings_raw,unavailable,,,,,,
sensor.cfb_elo_ratings_raw,sensor,cfb_elo_ratings_raw,unavailable,,,,,,
sensor.cfb_fpi_ratings_raw,sensor,cfb_fpi_ratings_raw,unavailable,,,,,,
sensor.huskers_media_raw,sensor,huskers_media_raw,unavailable,,,,,,
sensor.huskers_player_stats_raw,sensor,huskers_player_stats_raw,unavailable,,,,,,
input_boolean.huskers_effects_enabled,input_boolean,Huskers Effects Enabled,unavailable,,,,,,
input_boolean.huskers_reverse_direction,input_boolean,Reverse Light Direction,unavailable,,,,,,
input_boolean.huskers_victory_mode,input_boolean,Victory Celebration Mode,unavailable,,,,,,
input_number.huskers_global_brightness,input_number,Global Light Brightness,unavailable,,brightness,,,,
input_number.huskers_celebration_intensity,input_number,Celebration Intensity (1-10),unavailable,,,,,,
sensor.huskers_game_status_free,sensor,huskers_game_status_free,unavailable,,,,,,
sensor.huskers_schedule_free,sensor,huskers_schedule_free,unavailable,,,,,,
sensor.huskers_record_free,sensor,huskers_record_free,unavailable,,,,,,
sensor.big_ten_standings_free,sensor,big_ten_standings_free,unavailable,,,,,,
sensor.huskers_rankings_free,sensor,huskers_rankings_free,unavailable,,,,,,
sensor.huskers_next_game_free,sensor,huskers_next_game_free,unavailable,,,,,,
binary_sensor.huskers_is_pregame_free,binary_sensor,huskers_is_pregame_free,unavailable,,,,,,
binary_sensor.huskers_is_live_free,binary_sensor,huskers_is_live_free,unavailable,,,,,,
binary_sensor.huskers_is_postgame_free,binary_sensor,huskers_is_postgame_free,unavailable,,,,,,
sensor.cfb_scoreboard_espn,sensor,cfb_scoreboard_espn,unavailable,,,,,,
sensor.nebraska_team_info_espn,sensor,nebraska_team_info_espn,unavailable,,,,,,
sensor.big_ten_teams_espn,sensor,big_ten_teams_espn,unavailable,,,,,,
sensor.nebraska_schedule_espn,sensor,nebraska_schedule_espn,unavailable,,,,,,
sensor.cfb_rankings_espn,sensor,cfb_rankings_espn,unavailable,,,,,,
input_text.huskers_theater_prev_scripts,input_text,Huskers Theater Prev Scripts,unavailable,,,,,,
light.spare_light,light,spare_light,off,,,,,fd59f4cae222180e774d4acf611e9972,spare_light
select.spare_light_power_on_behavior,select,spare_light Power-on behavior,unknown,,,,,fd59f4cae222180e774d4acf611e9972,spare_light
update.spare_light,update,spare_light,off,firmware,,,,fd59f4cae222180e774d4acf611e9972,spare_light
light.garage_center,light,Garage Center,off,,,,,d98ce842a7f15a607146ce675f20ec48,Garage Center
select.garage_center_power_on_behavior,select,Garage Center Power-on behavior,unknown,,,,,d98ce842a7f15a607146ce675f20ec48,Garage Center
update.garage_center,update,Garage Center,on,firmware,,,,d98ce842a7f15a607146ce675f20ec48,Garage Center
binary_sensor.wx_pressure_falling_rapid,binary_sensor,WX Pressure falling rapidly (≥0.06 inHg/h),unknown,problem,,,,,
binary_sensor.wx_pressure_falling_very_fast,binary_sensor,WX Pressure falling very fast (≥0.09 inHg/h),unknown,problem,,,,,
group.huskers_eight_lights,group,Huskers – All Eight Lights,off,,,,,,
group.kiosk_all_lights_core,group,Kiosk — All Lights (Core),on,,,,,,
group.kiosk_theater_lights,group,Kiosk — Theater Lights,off,,,,,,
group.kiosk_front_lights,group,Kiosk — Front Lights,off,,,,,,
group.kiosk_garage_lights,group,Kiosk — Garage Lights,off,,,,,,
group.kiosk_all_automations,group,Kiosk — Core Automations,on,,,,,,
group.kiosk_exterior_lights,group,Kiosk — Exterior Lights,off,,,,,,
group.kiosk_purifiers,group,Kiosk — Purifiers,on,,,,,,
group.kiosk_plugs,group,Kiosk — Plugs,on,,,,,,
group.kiosk_light_power_switches,group,Kiosk — Light Power Switches,on,,,,,,
group.weather_dashboard_all,group,Weather Dashboard - All,off,,,,,,
